Sujeto;Perfil;Grupo;Identificador;Tareas;#;Proyecto;Tipo;Creado;Actualizado;Inicio;Fin;Cerrada
7;desarrollo;EXP;7 EXP desarrollo;AD3;18512;;TR-Modificación;30/01/2019 10:52;;30/01/2019;;30/01/2019 11:11
7;desarrollo;EXP;7 EXP desarrollo;AD3;18511;;TR-Error;30/01/2019 10:20;;30/01/2019;;30/01/2019 10:20
7;desarrollo;EXP;7 EXP desarrollo;AD3;18510;;TR-Error;30/01/2019 9:48;;30/01/2019;;30/01/2019 9:48
7;desarrollo;EXP;7 EXP desarrollo;AD3;18507;;TR-Error;29/01/2019 14:43;;29/01/2019;;29/01/2019 14:45
7;desarrollo;EXP;7 EXP desarrollo;AD3;18505;;TR-Modificación;29/01/2019 14:08;;29/01/2019;;29/01/2019 14:08
7;desarrollo;EXP;7 EXP desarrollo;AD3;18495;;TR-Gestión;29/01/2019 8:55;;29/01/2019;;12/03/2019 11:43
7;desarrollo;EXP;7 EXP desarrollo;AD3;18492;;TR-Gestión;28/01/2019 13:32;;28/01/2019;;27/02/2019 13:19
7;desarrollo;EXP;7 EXP desarrollo;AD3;18489;;TR-Gestión;28/01/2019 12:23;;28/01/2019;;30/01/2019 12:48
7;desarrollo;EXP;7 EXP desarrollo;AD3;18466;;TR-Nueva Funcionalidad;23/01/2019 14:46;;04/04/2019;;04/04/2019 12:53
7;desarrollo;EXP;7 EXP desarrollo;AD3;18465;;TR-Error;23/01/2019 14:27;;23/01/2019;;23/01/2019 14:44
7;desarrollo;EXP;7 EXP desarrollo;AD3;18460;;TR-Error;23/01/2019 8:51;;23/01/2019;;23/01/2019 14:06
7;desarrollo;EXP;7 EXP desarrollo;AD3;18457;;TR-Error;22/01/2019 13:28;;22/01/2019;;23/01/2019 14:09
7;desarrollo;EXP;7 EXP desarrollo;AD3;18449;;TR-Gestión;21/01/2019 14:15;;21/01/2019;;25/01/2019 9:25
7;desarrollo;EXP;7 EXP desarrollo;AD3;18448;;TR-Gestión;21/01/2019 13:47;;21/01/2019;;25/01/2019 14:54
7;desarrollo;EXP;7 EXP desarrollo;AD3;18438;;TR-Error;17/01/2019 13:48;;17/01/2019;;31/01/2019 14:19
7;desarrollo;EXP;7 EXP desarrollo;AD3;18406;;TR-Gestión;15/01/2019 10:22;;15/01/2019;;28/01/2019 12:56
7;desarrollo;EXP;7 EXP desarrollo;AD3;18297;;TR-Gestión;10/01/2019 13:12;;10/01/2019;;05/02/2019 9:23
7;desarrollo;EXP;7 EXP desarrollo;AD3;18295;;TR-Gestión;10/01/2019 12:15;;25/02/2019;;12/03/2019 9:17
7;desarrollo;EXP;7 EXP desarrollo;AD3;18267;;TR-Gestión;08/01/2019 12:28;;08/01/2019;;21/03/2019 14:13
7;desarrollo;EXP;7 EXP desarrollo;AD3;18266;;TR-Gestión;08/01/2019 12:16;;08/01/2019;;25/01/2019 14:55
7;desarrollo;EXP;7 EXP desarrollo;AD3;18258;;TR-Gestión;08/01/2019 8:47;;08/01/2019;;26/02/2019 12:18
7;desarrollo;EXP;7 EXP desarrollo;AD3;18239;;TR-Gestión;27/12/2018 9:33;;03/04/2019;;05/04/2019 14:32
7;desarrollo;EXP;7 EXP desarrollo;AD3;18210;;TR-Error;17/12/2018 11:49;;17/12/2018;;14/02/2019 8:28
7;desarrollo;EXP;7 EXP desarrollo;AD3;18182;;TR-Gestión;12/12/2018 11:37;;12/12/2018;;21/02/2019 14:19
7;desarrollo;EXP;7 EXP desarrollo;AD3;17918;;TR-Gestión;24/10/2018 9:06;;24/10/2018;;21/03/2019 10:15
